CIGAF_ID,Site.Name,Site.Description,Niche.Category,Aquatic.Niche,Species,Latitude,Longitude,Citation.Number,Year.Collected,Month.Collected,Letter.Month,Day.Collected,Country,ISO.code,Complete_date,Date,Simp_date,Hemisphere,Year.of.Publication,DOI,Citation,Province,Strain.Number,Full.Month,Host.common.name,Host_family,Host.species,N,Note,name,phylum,class,order,family,genus,min_temp,max_temp,ave_temp,prec_avg,Eco_name,Biome_name,Realm
44,BC,"Brasstown Creek, Oconee County, South Carolina",Lotic,creek,Harpella melusinae,34.718333,-83.305,3,1996,8,Aug,NA,USA,USA,NA,NA,1996-Aug,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,August,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,17.88929176,29.19827461,23.54378319,152.6085052,Appalachian-Blue Ridge forests,Temperate Broadleaf & Mixed Forests,Nearctic
45,BC,"Brasstown Creek, Oconee County, South Carolina",Lotic,creek,Harpella melusinae,34.718333,-83.305,3,1996,8,Aug,NA,USA,USA,NA,NA,1996-Aug,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,August,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,17.88929176,29.19827461,23.54378319,152.6085052,Appalachian-Blue Ridge forests,Temperate Broadleaf & Mixed Forests,Nearctic
46,BC,"Brasstown Creek, Oconee County, South Carolina",Lotic,creek,Harpella melusinae,34.718333,-83.305,3,1996,9,Sep,NA,USA,USA,NA,NA,1996-Sep,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,September,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,14.26274872,26.35766411,20.31020641,186.4636688,Appalachian-Blue Ridge forests,Temperate Broadleaf & Mixed Forests,Nearctic
47,BC,"Brasstown Creek, Oconee County, South Carolina",Lotic,creek,Harpella melusinae,34.718333,-83.305,3,1996,10,Oct,NA,USA,USA,NA,NA,1996-Oct,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,October,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,7.997659683,21.78101158,14.88933563,52.88402939,Appalachian-Blue Ridge forests,Temperate Broadleaf & Mixed Forests,Nearctic
48,BC,"Brasstown Creek, Oconee County, South Carolina",Lotic,creek,Harpella melusinae,34.718333,-83.305,3,1997,8,Aug,NA,USA,USA,NA,NA,1997-Aug,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,August,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,16.57783127,29.11285782,22.84534454,44.68999863,Appalachian-Blue Ridge forests,Temperate Broadleaf & Mixed Forests,Nearctic
49,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1995,9,Sep,NA,USA,USA,NA,NA,1995-Sep,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,September,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,15.78482914,27.08999443,21.43741179,58.71278,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
50,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1995,9,Sep,NA,USA,USA,NA,NA,1995-Sep,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,September,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,15.78482914,27.08999443,21.43741179,58.71278,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
51,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1995,10,Oct,NA,USA,USA,NA,NA,1995-Oct,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,October,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,9.777770996,23.08721924,16.43249512,218.2706604,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
52,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1995,11,Nov,NA,USA,USA,NA,NA,1995-Nov,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,November,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,2.278895617,15.4152317,8.847063661,154.3531952,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
53,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1995,11,Nov,NA,USA,USA,NA,NA,1995-Nov,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,November,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,2.278895617,15.4152317,8.847063661,154.3531952,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
54,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1995,12,Dec,NA,USA,USA,NA,NA,1995-Dec,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,December,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,-0.947507024,11.89151096,5.47200197,69.99921417,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
55,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,1,Jan,NA,USA,USA,NA,NA,1996-Jan,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,January,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,-1.670239568,9.720193863,4.024977148,213.9377441,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
56,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,1,Jan,NA,USA,USA,NA,NA,1996-Jan,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,January,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,-1.670239568,9.720193863,4.024977148,213.9377441,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
57,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,2,Feb,NA,USA,USA,NA,NA,1996-Feb,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,February,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,0.420409739,13.99867821,7.209543973,105.2649155,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
58,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,3,Mar,NA,USA,USA,NA,NA,1996-Mar,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,March,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,2.059996128,15.12313175,8.59156394,180.796463,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
59,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,5,May,NA,USA,USA,NA,NA,1996-May,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,May,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,13.94322872,27.75947762,20.85135317,113.5997314,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
60,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,6,Jun,NA,USA,USA,NA,NA,1996-Jun,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,June,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,16.97670937,30.10048485,23.53859711,83.88324738,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
61,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,6,Jun,NA,USA,USA,NA,NA,1996-Jun,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,June,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,16.97670937,30.10048485,23.53859711,83.88324738,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
62,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,7,Jul,NA,USA,USA,NA,NA,1996-Jul,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,July,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,19.26075554,31.71751213,25.48913383,99.23622131,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
63,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,8,Aug,NA,USA,USA,NA,NA,1996-Aug,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,August,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,18.96686554,30.13351631,24.55019093,154.1315613,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
64,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,9,Sep,NA,USA,USA,NA,NA,1996-Sep,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,September,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,15.28743362,27.23426437,21.260849,159.1301727,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
65,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,9,Sep,NA,USA,USA,NA,NA,1996-Sep,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,September,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,15.28743362,27.23426437,21.260849,159.1301727,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
66,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,10,Oct,NA,USA,USA,NA,NA,1996-Oct,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,October,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,9.084020615,22.62055206,15.85228634,42.94502258,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
67,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,11,Nov,NA,USA,USA,NA,NA,1996-Nov,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,November,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,2.79295826,14.97512722,8.88404274,109.8284607,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
68,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1996,12,Dec,NA,USA,USA,NA,NA,1996-Dec,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,December,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,1.339472294,13.89932346,7.619397879,139.1474915,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
69,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,1,Jan,NA,USA,USA,NA,NA,1997-Jan,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,January,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,0.517781198,11.66654873,6.092164963,144.5662384,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
70,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,2,Feb,NA,USA,USA,NA,NA,1997-Feb,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,February,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,3.028743029,14.86221886,8.945480943,161.1086884,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
71,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,4,Apr,NA,USA,USA,NA,NA,1997-Apr,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,April,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,6.137712002,20.18495178,13.16133189,155.1769409,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
72,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,5,May,NA,USA,USA,NA,NA,1997-May,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,May,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,10.05885315,24.08760262,17.07322788,89.01545715,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
73,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,6,Jun,NA,USA,USA,NA,NA,1997-Jun,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,June,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,16.12722969,26.51558685,21.32140827,123.5116425,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
74,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,6,Jun,NA,USA,USA,NA,NA,1997-Jun,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,June,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,16.12722969,26.51558685,21.32140827,123.5116425,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
75,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,7,Jul,NA,USA,USA,NA,NA,1997-Jul,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,July,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,19.35450554,31.34146881,25.34798717,143.0975342,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
76,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,7,Jul,NA,USA,USA,NA,NA,1997-Jul,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,July,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,19.35450554,31.34146881,25.34798717,143.0975342,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
77,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,8,Aug,NA,USA,USA,NA,NA,1997-Aug,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,August,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,17.6048851,30.34810066,23.97649288,37.30196381,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
78,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,9,Sep,NA,USA,USA,NA,NA,1997-Sep,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,September,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,15.56035042,27.93478584,21.74756813,129.9963379,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
79,6MC,"Six Mile Creek, Pickens County, Clemson University",Lotic,creek,Harpella melusinae,34.801667,-82.845,3,1997,10,Oct,NA,USA,USA,NA,NA,1997-Oct,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,October,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,9.823082924,21.70961571,15.76634932,161.7984314,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
80,WPO,"Willard's Pond outflow, Pickens County, South Carolina.",NA,outflow,Harpella melusinae,34.656667,-82.82,3,1996,5,May,NA,USA,USA,NA,NA,1996-May,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,May,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,14.53956985,27.96718025,21.25337505,104.6250381,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
81,WPO,"Willard's Pond outflow, Pickens County, South Carolina.",NA,outflow,Harpella melusinae,34.656667,-82.82,3,1996,10,Oct,NA,USA,USA,NA,NA,1996-Oct,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,October,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,9.145534515,22.60147667,15.87350559,49.41366577,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
82,WPO,"Willard's Pond outflow, Pickens County, South Carolina.",NA,outflow,Harpella melusinae,34.656667,-82.82,3,1996,11,Nov,NA,USA,USA,NA,NA,1996-Nov,Northern Hemisphere,2002,https://doi.org/10.1080/15572536.2003.11833225,"Beard, C., & Adler, P. 2002",South Carolina,NA,November,Blackflies,Simuliidae,Simulium pictipes,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,2.886798859,15.07492352,8.980861187,102.5573654,Appalachian Piedmont forests,Temperate Broadleaf & Mixed Forests,Nearctic
